id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi
24537060,Q1375057,24537060,Kendall_Jenner,Kendall Jenner,MODEL,12.765444486437778,F,kendalljenner,True,57,20,Los Angeles,34.05,-118.25,18110.0,United States,1995-11-03,1995.0,,,,,,,,United States,,False,5.3731115986522,25.0,2021219.0,4.600998992173806,60.169460692012485
28753159,Q189489,28753159,Zendaya,Zendaya,ACTOR,0.0,F,zendaya,True,66,20,"Oakland, California",37.80444444,-122.27083333,50548.0,United States,1996-09-01,1996.0,,,,,,,,,,False,5.4432998297269135,24.0,1745845.0,4.755670176166999,60.132757824767786
2331462,Q231058,2331462,Shailene_Woodley,Shailene Woodley,ACTOR,0.0,F,shailenewoodley,True,54,20,"San Bernardino, California",34.1,-117.3,108016.0,United States,1991-11-15,1991.0,,,,,,,,,,False,5.514315254491375,29.0,987784.0,4.286254830567943,59.93569799365324
11061022,Q228603,11061022,Saoirse_Ronan,Saoirse Ronan,ACTOR,0.0,F,saoirse_ronan,True,54,20,New York City,40.71274,-74.005974,645042.0,United States,1994-04-12,1994.0,,,,,,,,United States,,False,5.411519569971223,26.0,1573923.0,4.278547937135935,59.87685391561414
3253211,Q4509,3253211,Chloë_Grace_Moretz,Chloë Grace Moretz,ACTOR,0.0,F,ChloeGMoretz,True,62,20,Atlanta,33.755,-84.39,3138.0,United States,1997-02-10,1997.0,,,,,,,,United States,,False,6.213937351143138,23.0,1263776.0,4.325760782182383,59.527287717787374
53594450,Q29033668,53594450,Cardi_B,Cardi B,ACTOR,3.717929295220572,F,iamcardib,True,51,20,New York City,40.71274,-74.005974,645042.0,United States,1992-10-11,1992.0,,,,,,,,United States,,False,4.762207870853654,28.0,1408564.0,4.588807607242561,59.26346353137839
22563958,Q112536,22563958,Joey_King,Joey King,ACTOR,2189.0460071215034,F,JoeyKing,True,63,19,Los Angeles,34.05,-118.25,18110.0,United States,1999-07-30,1999.0,,,,,,,,United States,,False,5.304807361191381,21.0,1624598.0,4.405779255052032,58.61735839179476
36791152,Q7396400,36791152,Sabrina_Carpenter,Sabrina Carpenter,ACTOR,23.625197404222327,F,SabrinaAnnLynn,True,40,19,Lehigh Valley,40.63333333,-75.33333333,1165886.0,United States,1999-05-11,1999.0,,,,,,,,,,False,10.347826809667929,21.0,501548.0,2.2110949484084284,58.47343917953758
19682193,Q230209,19682193,Elizabeth_Gillies,Elizabeth Gillies,ACTOR,947.0937031028764,F,LizGillies,True,42,19,"Haworth, New Jersey",40.962737,-73.99747,136887.0,United States,1993-07-26,1993.0,,,,,,,,,,False,5.407014419596639,27.0,830041.0,3.4484553694770854,57.95310194005396
1653786,Q228943,1653786,Elle_Fanning,Elle Fanning,ACTOR,0.0,F,ElleFanning,True,47,19,"Conyers, Georgia",33.66638889,-84.0075,110327.0,United States,1998-04-09,1998.0,,,,,,,,United States,,False,5.631191422747583,22.0,1416501.0,3.9288406423044537,57.798276617771705
9271515,Q208117,9271515,Bella_Thorne,Bella Thorne,ACTOR,0.0,F,bellathorne,True,60,19,"Pembroke Pines, Florida",26.0125,-80.31361111,109061.0,United States,1997-10-08,1997.0,,,,,,,,,,False,5.0055511544466045,23.0,1084660.0,4.568996744185234,57.77854831927992
1941155,Q193509,1941155,Taylor_Momsen,Taylor Momsen,ACTOR,0.0,F,taylormomsen,True,61,19,St. Louis,38.62722222,-90.19777778,27687.0,United States,1993-07-26,1993.0,,,,,,,,United States,,False,5.46330467563405,27.0,415656.0,4.495229502012221,57.48325029002687
51237620,Q28659500,51237620,Camila_Mendes,Camila Mendes,ACTOR,140.61379534545796,F,CamilaMendes,True,29,19,"Charlottesville, Virginia",38.0299,-78.479,91343.0,United States,1994-06-29,1994.0,,,,,,,,,,False,6.043266115713226,26.0,978999.0,2.5292206701090283,57.468825719988736
41938992,Q16240603,41938992,Maddie_Ziegler,Maddie Ziegler,ACTOR,2.1987919787671366,F,maddieziegler,True,37,19,Pittsburgh,40.43972222,-79.97638889,25101.0,United States,2002-09-30,2002.0,,,,,,,,United States,,False,10.338022881273709,18.0,519919.0,2.002209052558152,57.21246267470171
44514422,Q18222476,44514422,Sofia_Carson,Sofia Carson,ACTOR,773.1751157183286,F,SofiaCarson,True,32,19,"Fort Lauderdale, Florida",26.13333333,-80.15,109028.0,United States,1993-04-10,1993.0,,,,,,,,,,False,5.299833915678637,27.0,913281.0,2.9257029933570475,57.15025160093777
39300464,Q13560423,39300464,Dove_Cameron,Dove Cameron,ACTOR,784.2282817506191,F,DoveCameron,True,62,19,Seattle,47.60972222,-122.33305556,11388236.0,United States,1996-01-15,1996.0,,,,,,,,,,False,4.9241259410916856,24.0,726393.0,4.789148980686486,57.13539835763286
58585064,Q56755505,58585064,Ava_Max,Ava Max,SINGER,4.953679426437262,F,avamax,True,40,19,Milwaukee,43.05,-87.95,53117.0,United States,1994-02-16,1994.0,,,,,,,,,,False,5.056396933538274,26.0,784003.0,3.4695305672505654,56.84518452561856
2662543,Q200194,2662543,Victoria_Justice,Victoria Justice,ACTOR,0.0,F,VictoriaJustice,True,57,18,"Hollywood, Florida",26.02138889,-80.175,109038.0,United States,1993-02-19,1993.0,,,,,,,,United States,,False,4.533641842696477,27.0,521836.0,4.737506026942852,56.65623624815164
53549830,Q28839217,53549830,Madelaine_Petsch,Madelaine Petsch,ACTOR,157.32774292316896,F,madelainepetsch,True,29,18,"Port Orchard, Washington",47.53166667,-122.63833333,138051.0,United States,1994-08-18,1994.0,,,,,,,,,,False,6.383055496935909,26.0,548581.0,2.426277599375917,56.40751811381825
53224902,Q28653501,53224902,Lili_Reinhart,Lili Reinhart,ACTOR,105.50448875138343,F,lilireinhart,True,32,18,Cleveland,41.48222222,-81.66972222,5951.0,United States,1996-09-13,1996.0,,,,,,,,,,False,4.851257776442143,24.0,1352106.0,3.231432798673956,56.29807601303613
723489,Q5104,723489,Miranda_Cosgrove,Miranda Cosgrove,ACTOR,0.0,F,MirandaBuzz,True,62,18,Los Angeles,34.05,-118.25,18110.0,United States,1993-05-14,1993.0,,,,,,,,United States,,False,4.125804110566302,27.0,490041.0,5.204664718918937,56.21690157237827
13395562,Q201418,13395562,Abigail_Breslin,Abigail Breslin,ACTOR,0.0,F,yoabbaabba,True,49,18,New York City,40.71274,-74.005974,645042.0,United States,1996-04-14,1996.0,,,,,,,,United States,,False,5.294125205508,24.0,586095.0,4.081626687534843,56.19245418874867
48163910,Q21286612,48163910,Bella_Hadid,Bella Hadid,MODEL,3.0654928616791195,F,bellahadid,True,33,18,"Washington, D.C.",38.90472222,-77.01638889,108956.0,United States,1996-10-09,1996.0,,,,,,,,United States,,False,4.986296261922252,24.0,973758.0,3.1245049261393296,55.85655991249484
20437813,Q204005,20437813,Debby_Ryan,Debby Ryan,ACTOR,0.0,F,DebbyRyan,True,54,18,"Huntsville, Alabama",34.73,-86.585,104854.0,United States,1993-05-13,1993.0,,,,,,,,United States,,False,4.151568018854039,27.0,499133.0,4.769131094244931,55.82514077638384
1991570,Q105695,1991570,AnnaSophia_Robb,AnnaSophia Robb,ACTOR,0.0,F,robbannasophia,True,45,18,Denver,39.73916667,-104.99027778,8522.0,United States,1993-12-08,1993.0,,,,,,,,United States,,False,4.788913038359839,27.0,457852.0,4.174247631988691,55.74557457862048
26260043,Q231726,26260043,Hailee_Steinfeld,Hailee Steinfeld,ACTOR,0.0,F,HaileeSteinfeld,True,50,18,"Tarzana, Los Angeles",34.17333,-118.55306,434502.0,United States,1996-12-11,1996.0,,,,,,,,,,False,4.284766011652945,24.0,751185.0,4.619810846370895,55.55219150039049
2565242,Q234512,2565242,Willa_Holland,Willa Holland,ACTOR,147.5462717921927,F,Willaaaah,True,37,18,Los Angeles,34.05,-118.25,18110.0,United States,1991-06-18,1991.0,,,,,,,,United States,,False,5.717825588325438,29.0,237635.0,3.137002575722548,55.48407334041693
7079612,Q4473,7079612,Jennette_McCurdy,Jennette McCurdy,ACTOR,0.0,F,jennettemccurdy,True,47,18,"Long Beach, California",33.76833333,-118.19555556,94240.0,United States,1992-06-26,1992.0,,,,,,,,,,False,4.302981954945004,28.0,416414.0,4.374597458292466,55.45429146290216
33499713,Q389017,33499713,Taissa_Farmiga,Taissa Farmiga,ACTOR,148.67102331085212,F,taissafarmiga,True,37,18,"Whitehouse Station, New Jersey",40.616169,-74.771893,125374.0,United States,1994-08-17,1994.0,,,,,,,,,,False,5.083510499252544,26.0,391082.0,3.580905013447192,54.683305663733975
22755799,Q36195,22755799,Molly_Quinn,Molly Quinn,ACTOR,0.0,F,MollyQuinn93,True,32,18,"Texarkana, Texas",33.43722222,-94.0675,135528.0,United States,1993-10-08,1993.0,,,,,,,,United States,,False,6.071262498708875,27.0,226719.0,2.6189829387244,54.64517066389613
29012475,Q94913,29012475,Mackenzie_Foy,Mackenzie Foy,ACTOR,0.0,F,mackenziefoy,True,37,18,Los Angeles,34.05,-118.25,18110.0,United States,2000-11-10,2000.0,,,,,,,,United States,,False,7.194497342396439,20.0,394751.0,2.9336804785011315,54.59425677595141
37236984,Q1393997,37236984,Becky_G,Becky G,SINGER,2.9332516000122766,F,iambeckyg,True,39,18,"Inglewood, California",33.9575,-118.34611111,107640.0,United States,1997-03-02,1997.0,,,,,,,,,,False,4.760534130913788,23.0,555744.0,3.415318656580396,54.45852145787679
31008752,Q231536,31008752,Kate_Upton,Kate Upton,MODEL,16.5811419189242,F,kateupton,True,49,18,"St. Joseph, Michigan",42.09805556,-86.48416667,117180.0,United States,1992-06-10,1992.0,,,,,,,,,,False,4.327618463703128,28.0,264413.0,4.700335227300702,54.38558545649224
4339721,Q12071552,4339721,Tiffany_Trump,Tiffany Trump,SINGER,1.051048471485737,F,TiffanyATrump,True,41,17,"West Palm Beach, Florida",26.70972222,-80.06416667,109634.0,United States,1993-10-13,1993.0,,,,,,,,,,False,3.499225761536793,27.0,612595.0,4.666705018811152,54.17416279660251
51135409,Q26232134,51135409,Natalia_Dyer,Natalia Dyer,ACTOR,365.6295114672823,F,NataliaDyer,True,32,17,"Nashville, Tennessee",36.16666667,-86.78333333,22018.0,United States,1995-01-13,1995.0,,,,,,,,United States,,False,5.178341328566486,25.0,407228.0,3.3011716870042864,53.977243906238655
1873388,Q188401,1873388,Emily_Osment,Emily Osment,ACTOR,0.0,F,EmilyOsment,True,51,17,Los Angeles,34.05,-118.25,18110.0,United States,1992-03-10,1992.0,,,,,,,,United States,,False,3.884580962654687,28.0,256452.0,4.801808504861465,53.91985263618663
97803,Q55497,97803,Jamie_Lynn_Spears,Jamie Lynn Spears,ACTOR,0.0,F,jamielynnspears,True,40,17,"McComb, Mississippi",31.24447222,-90.47159167,122397.0,United States,1991-04-04,1991.0,,,,,,,,United States,,False,3.0968048657219582,29.0,464854.0,4.526787866618188,53.585018086123625
38659992,Q7520267,38659992,Simone_Biles,Simone Biles,GYMNAST,14.577190988413696,F,Simone_Biles,True,47,17,"Columbus, Ohio",39.96222222,-83.00055556,5950.0,United States,1997-03-14,1997.0,,,,,,,,United States,,False,4.091892818816867,23.0,448033.0,4.374597909113959,53.485741406964905
47572155,Q20882479,47572155,Anya_Taylor-Joy,Anya Taylor-Joy,ACTOR,296.5334691899672,F,anyataylorjoy,True,28,17,Miami,25.77527778,-80.20888889,53846.0,United States,1996-04-16,1996.0,,,,,,,,United States,,False,4.038042642282742,24.0,653492.0,3.260243546001768,52.902830182636585
23819601,Q236347,23819601,Nicola_Peltz,Nicola Peltz,ACTOR,0.0,F,nicolaannepeltz,True,34,17,"Westchester County, New York",41.15,-73.76666667,48367.0,United States,1995-01-09,1995.0,,,,,,,,United States,,False,3.620059260450281,25.0,565959.0,4.036555123766765,52.8206025582946
33907196,Q139075,33907196,Mikaela_Shiffrin,Mikaela Shiffrin,SKIER,7.9090429953935475,F,MikaelaShiffrin,True,34,17,"Vail, Colorado",39.64166667,-106.375,108471.0,United States,1995-03-13,1995.0,,,,,,,,,,False,5.950088802044345,25.0,144329.0,2.8021298672281403,52.80180980650319
6796626,Q237053,6796626,Isabelle_Fuhrman,Isabelle Fuhrman,ACTOR,569.913374362387,F,isabellefuhrman,True,37,17,"Washington, D.C.",38.90472222,-77.01638889,108956.0,United States,1997-02-25,1997.0,,,,,,,,United States,,False,5.624177945502802,23.0,209266.0,3.2549406249599486,52.72255704651414
26392255,Q439939,26392255,Kiernan_Shipka,Kiernan Shipka,ACTOR,81.91323547842663,F,kiernanshipka,True,32,17,Chicago,41.88194444,-87.62777778,6886.0,United States,1999-11-10,1999.0,,,,,,,,United States,,False,4.611816169597285,21.0,555549.0,3.1918504997996218,52.705286795183135
10658304,Q267119,10658304,Vanessa_Marano,Vanessa Marano,ACTOR,85.13768527411496,F,VanessaMarano,True,26,17,Los Angeles,34.05,-118.25,18110.0,United States,1992-10-31,1992.0,,,,,,,,United States,,False,6.5225009079960765,28.0,96379.0,2.264024882640191,52.58707256461688
43256079,Q17380672,43256079,Margaret_Qualley,Margaret Qualley,ACTOR,1655.2487730476196,F,,True,28,17,"Kalispell, Montana",48.19777778,-114.31611111,123384.0,United States,1994-10-23,1994.0,,,,,,,,,,False,3.7459557870697706,26.0,520876.0,3.5416739998687325,52.52601815810575
47233104,Q22277846,47233104,Karen_Fukuhara,Karen Fukuhara,ACTOR,832.7055311297008,F,KarenFukuhara,True,19,17,Los Angeles,34.05,-118.25,18110.0,United States,1992-02-10,1992.0,,,,,,,,United States,,False,6.3050382643419125,28.0,155676.0,1.875351441425863,52.51942423315906
38879280,Q28148022,38879280,Normani,Normani,SINGER,4.002331212585234,F,Normani,True,25,17,Atlanta,33.755,-84.39,3138.0,United States,1996-05-31,1996.0,,,,,,,,United States,,False,8.202567208513564,24.0,77980.0,1.529632980375193,52.46073155011789
40214934,Q15222833,40214934,Katherine_McNamara,Katherine McNamara,ACTOR,500.9339787497885,F,Kat_McNamara,True,35,17,"Kansas City, Missouri",39.09972222,-94.57833333,17454.0,United States,1995-11-22,1995.0,,,,,,,,United States,,False,3.817484669469138,25.0,341570.0,3.7343059431594265,52.168901760728446
16844183,Q213736,16844183,Bridgit_Mendler,Bridgit Mendler,ACTOR,0.0,F,bridgitmendler,True,44,17,"Washington, D.C.",38.90472222,-77.01638889,108956.0,United States,1992-12-18,1992.0,,,,,,,,United States,,False,3.644931481700872,28.0,178085.0,4.592783964707418,52.07895910708994
47869290,Q20983703,47869290,Hailey_Baldwin,Hailey Baldwin,MODEL,10.13039542106206,F,haileybaldwin,True,29,16,"Tucson, Arizona",32.22166667,-110.92638889,57180.0,United States,1996-11-22,1996.0,,,,,,,,,,False,2.661510592972058,24.0,1127219.0,4.172635945316425,51.7501243371141
51997327,Q27452406,51997327,Sadie_Sink,Sadie Sink,ACTOR,223.5669150614553,F,SadieSink,True,34,16,"Brenham, Texas",30.16194444,-96.39694444,136767.0,United States,2002-04-16,2002.0,,,,,,,,,,False,6.270510068048332,18.0,270161.0,2.94638935571438,51.73529184127332
51604371,Q26897673,51604371,Grace_VanderWaal,Grace VanderWaal,MUSICIAN,2.1246393282403333,F,GraceVanderWaal,True,23,16,"Lenexa, Kansas",38.96472222,-94.75944444,114649.0,United States,2004-01-15,2004.0,,,,,,,,,,False,8.730536129338713,16.0,211709.0,1.5209744674809214,51.64276877157389
1783180,Q298209,1783180,Willow_Smith,Willow Smith,SINGER,0.0,F,officialwillow,True,42,16,Los Angeles,34.05,-118.25,18110.0,United States,2000-10-31,2000.0,,,,,,,,United States,,False,3.8467779759539895,20.0,463481.0,4.325571410484352,51.55477082354291
44046607,Q18207144,44046607,Elizabeth_Lail,Elizabeth Lail,ACTOR,205.9855560318496,F,elizabethdlail,True,23,16,"Williamson County, Texas",30.66,-97.61,91404.0,United States,1992-03-25,1992.0,,,,,,,,,,False,4.0752037704809885,28.0,265780.0,2.979126457498482,51.481784357847125
42301410,Q16525974,42301410,Alexa_Bliss,Alexa Bliss,WRESTLER,11.378776108512517,F,AlexaBliss_WWE,True,30,16,"Columbus, Ohio",39.96222222,-83.00055556,5950.0,United States,1991-08-09,1991.0,,,,,,,,United States,,False,3.193613413213316,29.0,265891.0,3.7623282212199656,51.38560995027795
37981805,Q3208406,37981805,Chloe_Bennet,Chloe Bennet,ACTOR,129.62176502742008,F,chloebennet,True,31,16,Chicago,41.88194444,-87.62777778,6886.0,United States,1992-04-18,1992.0,,,,,,,,United States,,False,3.370829252555805,28.0,253854.0,3.819988680778071,51.29079351276703
26290918,Q234651,26290918,Danielle_Campbell,Danielle Campbell,ACTOR,443.86519560679824,F,daniellemcam,True,31,16,"Hinsdale, Illinois",41.80055556,-87.92805556,110993.0,United States,1995-01-30,1995.0,,,,,,,,,,False,4.175631192565103,25.0,226598.0,3.3934539464237266,51.23201178737339
17349106,Q26378,17349106,Ariel_Winter,Ariel Winter,ACTOR,4027.4549807015264,F,arielwinter1,True,32,16,"Fairfax, Virginia",38.8525,-77.30416667,91328.0,United States,1998-01-28,1998.0,,,,,,,,United States,,False,3.719183971219678,22.0,414902.0,3.8046773281750057,50.87326255703067
10291466,Q242792,10291466,Laura_Marano,Laura Marano,ACTOR,0.0,F,lauramarano,True,34,16,Los Angeles,34.05,-118.25,18110.0,United States,1995-11-29,1995.0,,,,,,,,United States,,False,3.9129080807600873,25.0,202479.0,3.7417399540578566,50.84671724468185
55205096,Q28784685,55205096,Bhad_Bhabie,Bhad Bhabie,SINGER,1.9390278936467005,F,BhadBhabie,True,21,16,"Boynton Beach, Florida",26.52805556,-80.07638889,109578.0,United States,2003-03-26,2003.0,,,,,,,,,,False,7.812617767330717,17.0,188983.0,1.4853711688122748,50.83668641996111
51064280,Q39048667,51064280,Sophia_Lillis,Sophia Lillis,ACTOR,1374.1294501037432,F,sophialillis,True,26,16,Brooklyn,40.69277778,-73.99027778,47384.0,United States,2002-02-13,2002.0,,,,,,,,United States,,False,4.180780595306203,18.0,600055.0,2.585739183145749,50.69768428353278
43272496,Q17403494,43272496,Meghan_Trainor,Meghan Trainor,MUSICIAN,1.0825477571070914,F,Meghan_Trainor,True,44,16,Nantucket,41.28277778,-70.09944444,62254.0,United States,1993-12-22,1993.0,,,,,,,,United States,,False,2.71169799859776,27.0,214941.0,5.213762858606843,50.39005972052832
457893,Q229263,457893,Alyson_Stoner,Alyson Stoner,ACTOR,0.0,F,AlysonStoner,True,36,16,"Toledo, Ohio",41.66555556,-83.57527778,30849.0,United States,1993-08-11,1993.0,,,,,,,,United States,,False,3.318124876321904,27.0,169450.0,4.197947051156188,50.3434892685418
59168236,Q59268408,59168236,Megan_Thee_Stallion,Megan Thee Stallion,SINGER,71.21592937124979,F,theestallion,True,23,16,"Bexar County, Texas",29.45,-98.52,91655.0,United States,1995-02-15,1995.0,,,,,,,,,,False,4.138280162357855,25.0,113244.0,1.3177080677761683,50.33328949406186
31438026,Q218279,31438026,Zoey_Deutch,Zoey Deutch,ACTOR,167.2889116301766,F,ZoeyDeutch,True,31,16,Los Angeles,34.05,-118.25,18110.0,United States,1994-11-10,1994.0,,,,,,,,United States,,False,2.32589949607746,26.0,551474.0,4.519696492939473,50.20548257325833
51807037,Q27064031,51807037,Joe_Keery,Joe Keery,ACTOR,27.4804429678847,F,joe_keery,True,26,16,"Newburyport, Massachusetts",42.8125,-70.87777778,116755.0,United States,1992-04-24,1992.0,,,,,,,,,,False,3.5554159789587594,28.0,176976.0,3.372028261135382,50.09831188548644
41476864,Q46994907,41476864,Maya_Hawke,Maya Hawke,ACTOR,46.57999108633657,F,mayahawkenet,True,22,16,New York City,40.71274,-74.005974,645042.0,United States,1998-07-08,1998.0,,,,,,,,United States,,False,3.870832880749682,22.0,441821.0,2.972723158324066,49.98146476182042
56968705,Q51120673,56968705,Doja_Cat,Doja Cat,SINGER,2.751311489733152,F,dojacat,True,29,16,Los Angeles,34.05,-118.25,18110.0,United States,1995-10-21,1995.0,,,,,,,,United States,,False,1.9720806558336943,25.0,681361.0,3.305572984840909,49.97654281695719
25066667,Q165625,25066667,Kathryn_Newton,Kathryn Newton,ACTOR,836.2948375715781,F,kathrynnewton,True,27,16,"Orlando, Florida",28.54,-81.38,100582.0,United States,1997-02-08,1997.0,,,,,,,,,,False,4.113592589627397,23.0,227949.0,3.1339479132408896,49.91631019832009
37607520,Q18921974,37607520,Lauren_Jauregui,Lauren Jauregui,SINGER,1.2975220002480452,F,LaurenJauregui,True,25,16,Miami,25.77527778,-80.20888889,53846.0,United States,1996-06-27,1996.0,,,,,,,,United States,,False,3.970818355960312,24.0,181595.0,2.603226565263573,49.64203038946105
23528038,Q7137312,23528038,Paris_Jackson,Paris Jackson,ACTOR,2.0902047921629765,F,parisjackson,True,23,16,"Beverly Hills, California",34.07305556,-118.39944444,75346.0,United States,1998-04-03,1998.0,,,,,,,,,,False,3.55150981733507,22.0,439663.0,3.1414768142930742,49.62607202656412
40530548,Q15059490,40530548,Madison_Beer,Madison Beer,SINGER,7.32715953659803,F,MadisonBeer,True,26,16,"Jericho, New York",40.78666667,-73.53666667,126729.0,United States,1999-03-05,1999.0,,,,,,,,,,False,3.278689900984899,22.0,424955.0,3.3253396447732926,49.6122995823745
35347635,Q6818195,35347635,Sasha_Banks,Sasha Banks,WRESTLER,23.77921199706746,F,SashaBanksWWE,True,31,16,"Fairfield, California",38.25777778,-122.05416667,60863.0,United States,1992-01-26,1992.0,,,,,,,,,,False,2.4127707294980154,28.0,266238.0,4.333439518766888,49.43887793516002
2985832,Q233474,2985832,Malese_Jow,Malese Jow,ACTOR,12.099500034957767,F,xomalese,True,27,16,"Tulsa, Oklahoma",36.13138889,-95.93722222,150969.0,United States,1991-02-18,1991.0,,,,,,,,United States,,False,3.961888777757903,29.0,83833.0,3.323624845243205,49.37851671556111
43030347,Q17166313,43030347,Camren_Bicondova,Camren Bicondova,ACTOR,102.83314722626976,F,camrenbicondova,True,19,15,San Diego,32.715,-117.1625,28504.0,United States,1999-05-22,1999.0,,,,,,,,United States,,False,5.253824585402441,21.0,179943.0,2.0748101053259784,49.04107740255781
4626966,Q24304,4626966,Eden_Sher,Eden Sher,ACTOR,1314.8762492878905,F,edensher,True,22,15,Los Angeles,34.05,-118.25,18110.0,United States,1991-12-26,1991.0,,,,,,,,United States,,False,3.473740607363388,29.0,126311.0,2.939881205087994,49.03165379221618
22039328,Q54868,22039328,Noah_Cyrus,Noah Cyrus,ACTOR,3.411634138298992,F,noahcyrus,True,42,15,"Nashville, Tennessee",36.16666667,-86.78333333,22018.0,United States,2000-01-08,2000.0,,,,,,,,United States,,False,3.2461032866539763,20.0,253498.0,4.696419556904492,49.01393888243486
24194794,Q489556,24194794,Amber_Liu_(singer),Amber Liu,SINGER,2.6667613200466223,F,llama_ajol,True,18,15,Los Angeles,34.05,-118.25,18110.0,United States,1992-09-18,1992.0,,,,,,,,United States,,False,4.300097222862768,28.0,121979.0,2.543573256991768,48.99462262695104
26405711,Q272915,26405711,Ciara_Bravo,Ciara Bravo,ACTOR,485.19064688855866,F,ciarabravo,True,41,15,"Alexandria, Kentucky",38.95888889,-84.38916667,115061.0,United States,1997-03-18,1997.0,,,,,,,,,,False,4.143946965823591,23.0,83434.0,3.956192608292417,48.95502185871217
47117666,Q20830731,47117666,Isabela_Moner,Isabela Moner,ACTOR,764.7974642179856,F,isabelamerced,True,32,15,Cleveland,41.48222222,-81.66972222,5951.0,United States,2001-07-10,2001.0,,,,,,,,,,False,2.835873257475161,19.0,547850.0,4.050714387095451,48.87137224124745
26813020,Q494992,26813020,Nicole_Jung,Nicole Jung,SINGER,5.1620015864898665,F,_911007,True,23,15,Los Angeles,34.05,-118.25,18110.0,United States,1991-10-07,1991.0,,,,,,,,United States,,False,4.14002072374609,29.0,64194.0,2.523670981379192,48.822628849874455
46404933,Q19878230,46404933,Willa_Fitzgerald,Willa Fitzgerald,ACTOR,134.3720667707725,F,willafitz,True,15,15,"Nashville, Tennessee",36.16666667,-86.78333333,22018.0,United States,1991-01-17,1991.0,,,,,,,,United States,,False,3.9632007555758815,29.0,140099.0,2.208826581884403,48.752014446231726
